K,Mode,Time,ObjFun
5,1,0.004427,67.536240
5,2,0.002477,67.536240
5,3,0.003333,67.536240
5,0,0.000056,67.536240
5,1,0.002022,67.536240
5,2,0.002422,67.536240
5,3,0.003869,67.536240
5,0,0.000058,67.536240
5,1,0.002463,67.536240
5,2,0.002510,67.536240
5,3,0.005996,67.536240
5,0,0.000105,67.536232
5,1,0.002905,67.536232
5,2,0.004123,67.536232
5,3,0.004704,67.536232
5,0,0.000091,67.536232
5,1,0.002784,67.536232
5,2,0.003917,67.536232
5,3,0.004625,67.536232
5,0,0.000179,67.536232
5,1,0.000468,67.536232
5,2,0.003828,67.536232
5,3,0.002658,67.536232
5,0,0.000070,683.626892
5,1,0.002599,683.626892
5,2,0.002484,683.626892
5,3,0.005239,683.626892
5,0,0.000082,683.626892
5,1,0.002836,683.626892
5,2,0.002495,683.626892
5,3,0.004654,683.626892
5,0,0.000180,67.536232
5,1,0.000436,67.536232
5,2,0.003356,67.536232
5,3,0.002832,67.536232
5,0,0.000159,67.536232
5,1,0.000532,67.536232
5,2,0.003329,67.536232
5,3,0.006992,67.536232
5,0,0.000083,67.536232
5,1,0.000981,67.536232
5,2,0.003202,67.536232
5,3,0.003862,67.536232
5,0,0.000147,67.536232
5,1,0.000477,67.536232
5,2,0.003315,67.536232
5,3,0.009659,67.536232
5,0,0.000084,67.536232
5,1,0.002371,67.536232
5,2,0.003274,67.536232
5,3,0.002720,67.536232
5,0,0.000156,67.536232
5,1,0.000450,67.536232
5,2,0.003448,67.536232
5,3,0.002701,67.536232
5,0,0.000102,67.536232
5,1,0.002181,67.536232
5,2,0.003192,67.536232
5,3,0.003398,67.536232
5,0,0.000083,67.536232
5,1,0.000416,67.536232
5,2,0.003068,67.536232
5,3,0.004499,67.536232
5,0,0.000075,67.536232
5,1,0.002441,67.536232
5,2,0.002667,67.536232
5,3,0.006062,67.536232
5,0,0.000072,67.536232
5,1,0.002930,67.536232
5,2,0.002482,67.536232
5,3,0.004948,67.536232
5,0,0.000076,67.536232
5,1,0.000430,67.536232
5,2,0.002457,67.536232
5,3,0.002682,67.536232
5,0,0.000104,67.536232
5,1,0.000442,67.536232
5,2,0.002494,67.536232
5,3,0.001970,67.536232
5,0,0.000056,67.536232
5,1,0.003613,67.536232
5,2,0.002500,67.536232
5,3,0.003335,67.536232
5,0,0.000090,67.536224
5,1,0.000398,67.536224
5,2,0.007850,67.536224
5,3,0.009542,67.536224
5,0,0.000123,67.536224
5,1,0.000459,67.536224
5,2,0.007994,67.536224
5,3,0.003938,67.536224
5,0,0.000106,67.536224
5,1,0.000471,67.536224
5,2,0.008503,67.536224
5,3,0.003502,67.536224
5,0,0.000088,683.626892
5,1,0.000429,683.626892
5,2,0.002579,683.626892
5,3,0.006176,683.626892
5,0,0.000095,683.626892
5,1,0.000454,683.626892
5,2,0.002490,683.626892
5,3,0.004695,683.626892
5,0,0.000092,67.536232
5,1,0.002626,67.536232
5,2,0.003731,67.536232
5,3,0.003257,67.536232
5,0,0.000122,67.536232
5,1,0.003743,67.536232
5,2,0.003995,67.536232
5,3,0.003573,67.536232
6,0,0.000262,59.482761
6,1,0.000496,59.482761
6,2,0.003954,59.482761
6,3,0.005041,59.482761
6,0,0.000191,59.482761
6,1,0.002329,59.482761
6,2,0.003489,59.482761
6,3,0.006017,59.482761
6,0,0.000131,59.482761
6,1,0.002125,59.482761
6,2,0.003215,59.482761
6,3,0.007758,59.482761
6,0,0.000156,59.482761
6,1,0.002116,59.482761
6,2,0.003416,59.482761
6,3,0.005259,59.482761
6,0,0.000139,67.536232
6,1,0.001596,67.536232
6,2,0.002508,67.536232
6,3,0.002608,67.536232
6,0,0.000080,67.536232
6,1,0.002661,67.536232
6,2,0.002475,67.536232
6,3,0.003312,67.536232
6,0,0.000085,67.536217
6,1,0.001545,67.536217
6,2,0.002502,67.536217
6,3,0.005320,67.536217
6,0,0.000079,67.536217
6,1,0.002682,67.536217
6,2,0.002634,67.536217
6,3,0.003448,67.536217
6,0,0.000179,67.536217
6,1,0.000445,67.536217
6,2,0.002657,67.536217
6,3,0.003659,67.536217
6,0,0.000059,62.959503
6,1,0.003656,62.959503
6,2,0.002644,62.959503
6,3,0.002037,62.959503
6,0,0.000073,62.959503
6,1,0.002610,62.959503
6,2,0.002520,62.959503
6,3,0.005201,62.959503
6,0,0.000110,63.099384
6,1,0.002777,63.099384
6,2,0.003948,63.099384
6,3,0.010124,63.099384
6,0,0.000194,63.099384
6,1,0.000472,63.099384
6,2,0.003770,63.099384
6,3,0.006573,63.099384
6,0,0.000162,63.099384
6,1,0.000548,63.099384
6,2,0.004150,63.099384
6,3,0.006702,63.099384
6,0,0.000098,55.575993
6,1,0.002361,55.575993
6,2,0.003774,55.575993
6,3,0.002623,55.575993
6,0,0.000099,55.575993
6,1,0.002023,55.575993
6,2,0.003775,55.575993
6,3,0.009340,55.575993
6,0,0.000095,55.575993
6,1,0.002260,55.575993
6,2,0.003921,55.575993
6,3,0.002584,55.575993
6,0,0.000136,67.536209
6,1,0.000451,67.536209
6,2,0.002567,67.536209
6,3,0.003422,67.536209
6,0,0.000064,67.536209
6,1,0.003730,67.536209
6,2,0.002439,67.536209
6,3,0.003290,67.536209
6,0,0.000132,60.609074
6,1,0.002224,60.609074
6,2,0.004669,60.609074
6,3,0.003816,60.609074
6,0,0.000362,60.609074
6,1,0.000462,60.609074
6,2,0.004584,60.609074
6,3,0.010320,60.609074
6,0,0.000267,60.609074
6,1,0.000482,60.609074
6,2,0.004641,60.609074
6,3,0.003600,60.609074
6,0,0.000129,67.536224
6,1,0.000452,67.536224
6,2,0.002613,67.536224
6,3,0.009745,67.536224
6,0,0.000078,67.536224
6,1,0.002704,67.536224
6,2,0.002558,67.536224
6,3,0.003349,67.536224
6,0,0.000099,679.190063
6,1,0.002313,679.190063
6,2,0.003908,679.190063
6,3,0.004984,679.190063
6,0,0.000092,679.190063
6,1,0.002028,679.190063
6,2,0.003884,679.190063
6,3,0.011867,679.190063
6,0,0.000182,679.190063
6,1,0.000516,679.190063
6,2,0.003967,679.190063
6,3,0.004324,679.190063
6,0,0.000145,53.468426
6,1,0.003776,53.468426
6,2,0.005367,53.468426
6,3,0.003689,53.468426
6,0,0.000281,53.468426
6,1,0.000490,53.468426
6,2,0.004537,53.468426
6,3,0.003692,53.468426
6,0,0.000127,63.485973
6,1,0.000461,63.485973
6,2,0.003770,63.485973
6,3,0.005015,63.485973
7,0,0.000080,67.536232
7,1,0.003763,67.536232
7,2,0.002557,67.536232
7,3,0.003940,67.536232
7,0,0.000070,67.536232
7,1,0.003652,67.536232
7,2,0.002543,67.536232
7,3,0.003910,67.536232
7,0,0.000326,63.493179
7,1,0.000533,63.493179
7,2,0.002545,63.493179
7,3,0.003556,63.493179
7,0,0.000223,63.493179
7,1,0.002488,63.493179
7,2,0.002545,63.493179
7,3,0.002595,63.493179
7,0,0.000431,63.493179
7,1,0.000572,63.493179
7,2,0.002638,63.493179
7,3,0.003311,63.493179
7,0,0.000215,63.493195
7,1,0.002748,63.493195
7,2,0.007100,63.493195
7,3,0.004864,63.493195
7,0,0.000217,63.493195
7,1,0.002814,63.493195
7,2,0.007175,63.493195
7,3,0.013899,63.493195
7,0,0.000163,63.099400
7,1,0.003101,63.099400
7,2,0.004625,63.099400
7,3,0.010435,63.099400
7,0,0.000171,63.099400
7,1,0.001928,63.099400
7,2,0.004660,63.099400
7,3,0.004523,63.099400
7,0,0.000159,63.099400
7,1,0.004530,63.099400
7,2,0.005162,63.099400
7,3,0.003616,63.099400
7,0,0.000086,60.618851
7,1,0.002141,60.618851
7,2,0.002400,60.618851
7,3,0.003884,60.618851
7,0,0.000086,60.618851
7,1,0.002126,60.618851
7,2,0.002845,60.618851
7,3,0.002562,60.618851
7,0,0.000266,672.075806
7,1,0.000437,672.075806
7,2,0.003831,672.075806
7,3,0.013504,672.075806
7,0,0.000086,672.075806
7,1,0.003555,672.075806
7,2,0.004089,672.075806
7,3,0.002584,672.075806
7,0,0.000106,672.075806
7,1,0.003676,672.075806
7,2,0.004076,672.075806
7,3,0.004825,672.075806
7,0,0.000134,60.797649
7,1,0.002096,60.797649
7,2,0.003486,60.797649
7,3,0.006234,60.797649
7,0,0.000104,60.797649
7,1,0.002776,60.797649
7,2,0.003371,60.797649
7,3,0.004940,60.797649
7,0,0.000099,683.626953
7,1,0.002418,683.626953
7,2,0.002722,683.626953
7,3,0.002548,683.626953
7,0,0.000099,683.626953
7,1,0.002639,683.626953
7,2,0.002548,683.626953
7,3,0.002039,683.626953
7,0,0.000075,683.626953
7,1,0.000401,683.626953
7,2,0.002382,683.626953
7,3,0.003960,683.626953
7,0,0.000131,63.099384
7,1,0.002396,63.099384
7,2,0.004424,63.099384
7,3,0.004218,63.099384
7,0,0.000254,63.099384
7,1,0.000482,63.099384
7,2,0.004107,63.099384
7,3,0.005273,63.099384
7,0,0.000162,63.099384
7,1,0.002094,63.099384
7,2,0.003653,63.099384
7,3,0.004667,63.099384
7,0,0.000247,55.742962
7,1,0.000489,55.742962
7,2,0.002506,55.742962
7,3,0.002853,55.742962
7,0,0.000143,55.742962
7,1,0.002648,55.742962
7,2,0.002821,55.742962
7,3,0.005659,55.742962
7,0,0.000107,1206.379517
7,1,0.004152,1206.379517
7,2,0.002844,1206.379517
7,3,0.001961,1206.379517
7,0,0.000109,1206.379517
7,1,0.003776,1206.379517
7,2,0.002925,1206.379517
7,3,0.002008,1206.379517
7,0,0.000094,1206.379517
7,1,0.003744,1206.379517
7,2,0.002414,1206.379517
7,3,0.001860,1206.379517
7,0,0.000193,67.536232
7,1,0.000471,67.536232
7,2,0.002632,67.536232
7,3,0.002709,67.536232
7,0,0.000149,67.536232
7,1,0.003820,67.536232
7,2,0.002681,67.536232
7,3,0.002772,67.536232
8,0,0.000239,62.959496
8,1,0.000468,62.959496
8,2,0.004407,62.959496
8,3,0.005391,62.959496
8,0,0.000180,62.959496
8,1,0.000840,62.959496
8,2,0.003870,62.959496
8,3,0.002486,62.959496
8,0,0.000137,62.959496
8,1,0.003506,62.959496
8,2,0.003958,62.959496
8,3,0.002684,62.959496
8,0,0.000237,55.930672
8,1,0.000504,55.930672
8,2,0.003151,55.930672
8,3,0.004173,55.930672
8,0,0.000264,55.930672
8,1,0.000588,55.930672
8,2,0.003458,55.930672
8,3,0.002713,55.930672
8,0,0.000122,67.536209
8,1,0.002096,67.536209
8,2,0.002581,67.536209
8,3,0.005085,67.536209
8,0,0.000105,67.536209
8,1,0.001499,67.536209
8,2,0.002485,67.536209
8,3,0.002515,67.536209
8,0,0.000120,67.536209
8,1,0.000418,67.536209
8,2,0.002562,67.536209
8,3,0.006205,67.536209
8,0,0.000159,683.626892
8,1,0.000518,683.626892
8,2,0.002623,683.626892
8,3,0.003956,683.626892
8,0,0.000226,683.626892
8,1,0.000448,683.626892
8,2,0.002550,683.626892
8,3,0.003318,683.626892
8,0,0.000075,683.626892
8,1,0.002089,683.626892
8,2,0.002543,683.626892
8,3,0.006800,683.626892
8,0,0.000273,61.552063
8,1,0.000476,61.552063
8,2,0.003476,61.552063
8,3,0.003744,61.552063
8,0,0.000133,61.552063
8,1,0.000972,61.552063
8,2,0.003213,61.552063
8,3,0.008039,61.552063
8,0,0.000206,55.752731
8,1,0.002240,55.752731
8,2,0.002428,55.752731
8,3,0.003332,55.752731
8,0,0.000213,55.752731
8,1,0.002622,55.752731
8,2,0.002857,55.752731
8,3,0.005813,55.752731
8,0,0.000265,55.752731
8,1,0.000517,55.752731
8,2,0.002689,55.752731
8,3,0.006387,55.752731
8,0,0.000077,67.536240
8,1,0.002074,67.536240
8,2,0.002752,67.536240
8,3,0.002892,67.536240
8,0,0.000133,67.536240
8,1,0.000459,67.536240
8,2,0.002796,67.536240
8,3,0.002667,67.536240
8,0,0.000075,59.852497
8,1,0.002075,59.852497
8,2,0.004224,59.852497
8,3,0.002627,59.852497
8,0,0.000078,59.852497
8,1,0.003755,59.852497
8,2,0.004444,59.852497
8,3,0.008085,59.852497
8,0,0.000085,59.852497
8,1,0.002477,59.852497
8,2,0.004120,59.852497
8,3,0.003311,59.852497
8,0,0.000089,63.496136
8,1,0.002063,63.496136
8,2,0.002517,63.496136
8,3,0.009629,63.496136
8,0,0.000090,63.496136
8,1,0.002226,63.496136
8,2,0.002609,63.496136
8,3,0.013523,63.496136
8,0,0.000080,63.496136
8,1,0.002082,63.496136
8,2,0.002473,63.496136
8,3,0.003796,63.496136
8,0,0.000216,63.512005
8,1,0.002976,63.512005
8,2,0.002816,63.512005
8,3,0.003904,63.512005
8,0,0.000170,63.512005
8,1,0.004942,63.512005
8,2,0.002562,63.512005
8,3,0.006771,63.512005
8,0,0.000200,56.487614
8,1,0.002006,56.487614
8,2,0.004047,56.487614
8,3,0.004952,56.487614
8,0,0.000172,56.487614
8,1,0.002104,56.487614
8,2,0.003933,56.487614
8,3,0.005505,56.487614
8,0,0.000134,56.487614
8,1,0.002705,56.487614
8,2,0.004935,56.487614
8,3,0.006288,56.487614
8,0,0.000179,59.861732
8,1,0.002693,59.861732
8,2,0.003905,59.861732
8,3,0.003252,59.861732
9,0,0.000287,53.478817
9,1,0.000517,53.478817
9,2,0.003921,53.478817
